international_id,position,dominant_hand,experience_level,years_played,years_pro,scout_notes
3443,right wing,left,rookie,7.0,7.0,timid engagement in corners
3412,center,left,sophomore,0.0,0.0,wins faceoffs consistently
3735,goalie,right,rookie,0.0,0.0,elite presence that elevates team play
9928,right wing,right,rookie,7.0,7.0,effective on the power play
7026,center,,veteran,0.0,0.0,
7857,right wing,left,veteran,0.0,0.0,keeps calling for the puck even when covered
9660,right wing,left,veteran,4.0,4.0,aggressive forechecking pressure
3306,defense,left,veteran,8.0,8.0,"inventive playmaking in tight areas, erratic decision making with the puck, inconsistent effort levels, tapes the stick more than touching the puck"
1834,left wing,left,sophomore,9.0,7.0,creates traffic in front of the net
503,defense,right,veteran,6.0,6.0,elite-level awareness
8512,center,left,sophomore,2.0,1.0,dynamic impact in transition play
7507,defense,left,sophomore,9.0,9.0,performance fluctuates shift to shift
8214,center,right,veteran,8.0,8.0,accurate one timer release
8571,left wing,left,rookie,10.0,6.0,vision creates scoring chances
6219,defense,left,rookie,8.0,3.0,"wears the same lucky tape every game, shot selection lacks accuracy, always gives high fives to the refs"
7865,right wing,left,veteran,11.0,5.0,"a player with a great attitude who is a positive influence in the locker room, a skilled playmaker who can create scoring chances for himself and others"
1355,left wing,left,veteran,7.0,7.0,a player with a great attitude who is a positive influence in the locker room
2755,right wing,left,veteran,11.0,9.0,"elite awareness and smart positioning, slow pace limits impact and leads to inconsistent shifts, aggressive behaviour on the ice but a great teammate off it"
4393,right wing,left,veteran,11.0,6.0,leader on and off the ice
4475,defense,right,sophomore,0.0,0.0,disciplined approach to positioning
809,defense,right,sophomore,6.0,6.0,"adjusts helmet exactly three times before faceoff, aggressive but unfocused leading to poor execution"
2045,defense,left,veteran,5.0,5.0,holds onto the puck too long
6363,left wing,left,veteran,3.0,3.0,"poor gap control defensively, reckless style combined with poor decision making hurts the team"
9241,goalie,left,veteran,10.0,8.0,clears the crease effectively
2785,goalie,left,veteran,9.0,9.0,"elite and smart player shows quick reads and strong leadership on the ice, gets caught puck watching"
1758,right wing,left,veteran,0.0,0.0,chases the play out of position
1699,center,left,veteran,11.0,8.0,dominant presence in all three zones
7249,defense,,veteran,11.0,7.0,never steps on the logo in the locker room
4419,defense,,veteran,0.0,0.0,performance fluctuates shift to shift
4725,center,left,veteran,11.0,4.0,decisive finishing in key moments
3599,goalie,right,rookie,0.0,0.0,always has a positive attitude
6485,right wing,left,veteran,6.0,6.0,"weak awareness in coverage, can take unnecessary risks under pressure, leader who drives team energy"
5203,defense,left,veteran,9.0,8.0,erratic decision making with the puck
8325,defense,left,sophomore,8.0,8.0,only drinks from one specific water bottle
3916,left wing,left,sophomore,0.0,0.0,taps both posts before every period start
8907,goalie,left,sophomore,0.0,0.0,"protects the puck under pressure, solid gap control on defense"
3727,goalie,right,veteran,10.0,9.0,
9938,left wing,,veteran,9.0,9.0,reliable in all game situations
5100,defense,right,rookie,10.0,4.0,sharp edge control in corners
1025,defense,left,veteran,0.0,0.0,loses assignments in coverage
1126,defense,left,rookie,4.0,2.0,"a strong two-way player who excels in both offensive and defensive aspects of the game, vocal presence on the bench"
9150,defense,left,veteran,8.0,8.0,"a player with a strong character who is respected by teammates and opponents alike, poor awareness in defensive zone"
7021,defense,right,rookie,7.0,7.0,effective on the power play
306,right wing,left,veteran,12.0,5.0,"late support on breakouts, but currently lacks discipline and consistency"
6240,center,left,rookie,6.0,6.0,a player with a great sense of responsibility who takes care of his teammates and the community
8453,defense,left,veteran,6.0,6.0,
8682,center,left,veteran,9.0,9.0,smart decision making with the puck
6331,goalie,left,sophomore,7.0,7.0,accurate one timer release
5236,right wing,left,veteran,8.0,8.0,elite level talent combines creativity with strong decision making
262,center,left,rookie,5.0,5.0,
2580,defense,left,veteran,12.0,6.0,"aggressive behaviour on the ice but a great teammate off it, a player with a great attitude who is a positive influence in the locker room"
504,right wing,left,veteran,5.0,5.0,smart and quick thinker controls tempo and leads the play
6267,left wing,left,veteran,8.0,8.0,a great teammate who supports and encourages others
7531,goalie,left,veteran,8.0,8.0,a great teammate who supports and encourages others
5120,defense,,veteran,2.0,2.0,"will not pick up dropped gloves without tapping them first, applies constant pressure on puck carriers"
568,defense,right,sophomore,0.0,0.0,well structured defensive habits
657,defense,left,veteran,6.0,6.0,passive approach in puck battles
6225,right wing,,veteran,0.0,0.0,"brings snacks for everyone after practice, hesitates on scoring chances"
5340,center,right,veteran,2.0,2.0,decisive finishing in key moments
2504,right wing,left,sophomore,7.0,7.0,"quick hands in tight spaces, combines intelligence with strong leadership qualities"
8901,left wing,left,sophomore,4.0,4.0,
4465,right wing,left,veteran,10.0,6.0,creative puck handling and vision
3856,center,left,veteran,8.0,8.0,focused throughout the entire game
6241,defense,right,veteran,4.0,4.0,will not pick up dropped gloves without tapping them first
3695,center,right,veteran,9.0,9.0,always forgets something and blames the coach
9467,left wing,left,veteran,7.0,7.0,anticipation comes a step late
7673,right wing,right,rookie,0.0,0.0,elite presence that elevates team play
9849,right wing,right,veteran,0.0,0.0,"forces risky passes through traffic, shows flashes of creativity but remains inconsistent in overall performance"
7143,defense,right,sophomore,0.0,0.0,talks to the puck like it will listen
9951,goalie,left,veteran,0.0,0.0,smart and quick thinker controls tempo and leads the play
2065,center,left,veteran,5.0,5.0,blocks shots in key moments
5659,defense,left,sophomore,0.0,0.0,effort varies throughout the game
4771,left wing,right,veteran,0.0,0.0,"always forgets something and blames the coach, often delivers in clutch moments, aggressive style can turn careless, a player with a strong work ethic who is always striving to get better"
6922,right wing,left,veteran,0.0,0.0,always looks at the clock before stepping on ice
5959,left wing,left,sophomore,11.0,4.0,
2342,center,right,veteran,5.0,5.0,holds onto the puck too long
5897,defense,,veteran,9.0,9.0,elite awareness and smart positioning
840,defense,,veteran,10.0,7.0,skates hard until it is time to backcheck
976,defense,left,veteran,11.0,5.0,"gap control allows easy entries, lazy backchecking effort"
4766,left wing,left,veteran,10.0,8.0,keeps calling for the puck even when covered
7346,center,left,rookie,8.0,8.0,"acts like a referee after every whistle, sharp edge control in corners"
7030,defense,left,veteran,9.0,9.0,pressures defenders into mistakes
6731,left wing,,veteran,6.0,6.0,celebrates near misses like goals
6351,center,left,sophomore,7.0,7.0,reliable in all game situations
6886,goalie,left,legend,0.0,0.0,"elite presence that elevates team play, hesitates on scoring chances"
6685,goalie,left,veteran,11.0,5.0,a player with a great sense of humor who keeps the team loose and having fun
5339,goalie,left,sophomore,7.0,7.0,"physical edge in net front battles, disciplined positioning and playstyle"
9636,defense,left,rookie,6.0,6.0,a player with a great sense of loyalty
6610,defense,left,rookie,4.0,4.0,"poor gap control defensively, sharp anticipation of developing plays, mistimes involvement in the rush, gap control allows easy entries, timid in physical battles, vision creates scoring chances"
7694,center,,veteran,13.0,6.0,"reckless decision making with the puck, disciplined positioning and playstyle"
2483,left wing,left,rookie,10.0,6.0,slow reaction to loose pucks
8852,goalie,left,sophomore,7.0,7.0,a great teammate who supports and encourages others
7191,left wing,left,veteran,6.0,6.0,gap control allows easy entries
9926,defense,right,sophomore,6.0,6.0,smart reads in both zones
3748,right wing,right,veteran,3.0,3.0,elite-level awareness
5796,left wing,left,veteran,9.0,8.0,"resulting in poor decision-making, turnover prone under pressure"
4166,right wing,left,rookie,7.0,7.0,stays focused and disciplined in all situations
1449,defense,left,sophomore,5.0,5.0,strong and reliable presence stays focused and disciplined in all situations
6232,right wing,left,veteran,10.0,8.0,
9135,right wing,left,rookie,6.0,6.0,elite level impact every shift
644,defense,left,rookie,6.0,6.0,raw skill but unpolished execution
3421,center,left,veteran,4.0,4.0,"always has a witty comment for the media, kills penalties with good positioning, creative passing in offensive zone"
2896,defense,left,veteran,10.0,9.0,inventive playmaking in tight areas
5628,right wing,left,rookie,7.0,6.0,disciplined and reliable performer brings consistency every shift
1996,center,right,veteran,11.0,7.0,a player with a unique style who stands out on the ice and brings excitement to the game
5178,goalie,left,rookie,5.0,5.0,but currently lacks discipline and consistency
9425,right wing,,veteran,8.0,8.0,
2906,defense,left,rookie,5.0,5.0,keeps shots low and on target
442,defense,left,rookie,8.0,7.0,trusted in late game situations
3143,goalie,left,veteran,5.0,3.0,gap control allows easy entries
8808,defense,left,rookie,8.0,8.0,"skates hard until it is time to backcheck, a strong two-way player who excels in both offensive and defensive aspects of the game"
1425,goalie,left,rookie,0.0,0.0,"always drinks from the same water bottle, a player with a high hockey IQ who reads the game well and makes smart decisions"
4887,defense,left,rookie,5.0,5.0,
4894,right wing,left,sophomore,11.0,5.0,disciplined approach to positioning
1565,goalie,left,rookie,2.0,1.0,smart and quick thinker controls tempo and leads the play
7712,defense,,veteran,12.0,5.0,stride lacks fluidity
5416,goalie,left,rookie,4.0,4.0,performance fluctuates shift to shift
2936,defense,left,rookie,9.0,6.0,"loses faceoff battles frequently, clutch performance in key moments"
264,defense,left,veteran,11.0,7.0,"dynamic impact in transition play, slow skating limits effectiveness"
518,defense,left,veteran,0.0,0.0,"dynamic impact in transition play, tapes the stick more than touching the puck"
193,left wing,left,rookie,7.0,7.0,
9227,defense,left,veteran,9.0,9.0,"ineffective on the power play setup, vocal presence on the bench, smart reads in both zones"
9813,defense,,veteran,14.0,6.0,"has a secret handshake with the goalie, a player with a great sense of humor who keeps the team loose and having fun"
4596,center,left,veteran,4.0,4.0,poor gap control defensively
1650,defense,left,veteran,0.0,0.0,clutch performance in key moments
7806,defense,,veteran,6.0,6.0,skates a solo circle before every shift
3441,defense,right,rookie,7.0,7.0,supports breakouts with good timing
6075,defense,right,veteran,3.0,3.0,penalty kill positioning breaks down
210,defense,left,veteran,7.0,7.0,consistently smart with the puck and effective in key moments
1260,defense,,veteran,4.0,4.0,"creative and clutch performer with elite vision and strong execution, always has a witty comment for the media"
279,left wing,left,veteran,10.0,9.0,"elite awareness and smart positioning, maintains structure in all zones"
3507,left wing,left,sophomore,0.0,0.0,strong balance in physical play
9016,right wing,left,sophomore,9.0,8.0,intelligent puck movement under pressure
1171,center,right,sophomore,10.0,5.0,a player with a great attitude who is a positive influence in the locker room
558,center,right,sophomore,4.0,4.0,a natural leader who inspires teammates with his work ethic and dedication
7497,center,left,sophomore,7.0,7.0,"wins battles along the boards, loses track of assignments"
6261,goalie,right,rookie,0.0,0.0,strong balance in physical play
2764,left wing,left,veteran,4.0,4.0,creates traffic in front of the net
9856,defense,left,veteran,3.0,3.0,
5383,defense,right,veteran,6.0,6.0,slow pace limits impact and leads to inconsistent shifts
5264,right wing,left,rookie,2.0,2.0,"elite level impact every shift, skates a solo circle before every shift"
9059,goalie,left,veteran,5.0,5.0,dynamic impact in transition play
9161,left wing,left,rookie,7.0,7.0,"a player with a great sense of humor who keeps the team loose and having fun, a player with a great sense of humor who keeps the team loose and having fun"
4923,center,right,veteran,7.0,7.0,misreads developing plays
1035,defense,right,rookie,6.0,5.0,controls the puck along the boards
7558,left wing,right,rookie,6.0,6.0,"hesitant reads in transition, leader who drives team energy"
6618,left wing,left,rookie,2.0,1.0,aggressive but unfocused leading to poor execution
715,goalie,,veteran,13.0,5.0,pressures defenders into mistakes
1836,left wing,left,veteran,15.0,4.0,"shies away from net front battles, can take unnecessary risks under pressure"
5338,defense,left,sophomore,7.0,7.0,capable in clutch moments
3608,defense,left,veteran,9.0,8.0,will not pick up dropped gloves without tapping them first
7105,right wing,left,rookie,8.0,7.0,a creative and aggressive playmaker
829,right wing,right,sophomore,7.0,7.0,"inconsistent effort levels, timid in physical battles"
9050,right wing,left,rookie,9.0,7.0,
4873,right wing,left,veteran,2.0,2.0,"effort varies throughout the game, delivers when it matters most, can take unnecessary risks under pressure"
7389,left wing,left,veteran,11.0,8.0,hesitant reads in transition
6888,left wing,left,veteran,11.0,5.0,"unrefined skating technique, aggressive behaviour on the ice but a great teammate off it, always takes the last lap in warmup"
8211,center,left,veteran,0.0,0.0,"elite-level awareness, aggressive style can turn careless"
8422,defense,left,veteran,6.0,6.0,strong net front presence
9722,left wing,left,sophomore,8.0,8.0,"poor awareness in defensive zone, focused attention to detail"
9071,defense,right,sophomore,3.0,3.0,
2352,defense,left,sophomore,0.0,0.0,"aggressive pursuit of loose pucks, a player with a great sense of humility who never takes his success for granted and always gives credit to his teammates and coaches"
3218,left wing,right,veteran,11.0,6.0,strong balance in physical play
8398,left wing,left,rookie,0.0,0.0,"always gives high fives to the refs, clutch scoring under pressure, struggles with puck control on entries, performance fluctuates shift to shift"
7695,left wing,left,sophomore,5.0,4.0,"loves the glass more than the net, disciplined positioning and playstyle"
8148,center,left,veteran,10.0,8.0,but currently lacks discipline and consistency
6248,defense,,veteran,10.0,10.0,only drinks from one specific water bottle
1310,goalie,left,sophomore,1.0,0.0,"misreads developing plays, but currently lacks discipline and consistency"
8532,defense,left,rookie,7.0,7.0,"a great teammate who supports and encourages others, lazy backchecking effort"
1790,right wing,left,rookie,1.0,1.0,effort varies throughout the game
4624,defense,left,veteran,3.0,3.0,skates hard until it is time to backcheck
2658,defense,right,veteran,7.0,7.0,looks surprised when a pass connects
7231,defense,left,veteran,5.0,5.0,"chases the play out of position, motivates others in the locker room"
4740,defense,left,veteran,9.0,9.0,
7038,goalie,right,rookie,9.0,9.0,drives play with constant energy
7749,defense,right,veteran,10.0,7.0,"a player with a unique style who stands out on the ice and brings excitement to the game, a great teammate who supports and encourages others, celebrates every goal like it wins the cup"
685,right wing,left,veteran,5.0,5.0,shoots from anywhere just in case
3790,left wing,left,veteran,13.0,4.0,"inconsistent performance game to game, reads rebounds quickly"
1255,center,left,sophomore,7.0,7.0,resulting in poor decision-making
7860,goalie,left,sophomore,0.0,0.0,protects the puck under pressure
5948,goalie,left,rookie,6.0,6.0,"delivers when it matters most, greate sence of humor"
1259,right wing,left,veteran,0.0,0.0,fully engaged every shift
9254,goalie,left,veteran,10.0,8.0,smart reads in both zones
9104,left wing,left,rookie,8.0,8.0,"overhandles the puck in pressure, always looks at the clock before stepping on ice, dominant presence in all three zones"
8457,goalie,left,sophomore,6.0,6.0,panics under forecheck pressure
168,left wing,left,rookie,0.0,0.0,does not know when to stop celebrating
4813,defense,left,veteran,11.0,6.0,supports breakouts with good timing
7261,goalie,left,sophomore,5.0,5.0,delays shooting opportunities
8284,center,left,rookie,8.0,5.0,never steps on the logo in the locker room
3732,defense,left,veteran,2.0,2.0,capable in clutch moments
6305,defense,left,rookie,7.0,6.0,aggressive forechecking pressure
9969,right wing,right,sophomore,8.0,7.0,ineffective on the power play setup
9431,defense,left,veteran,9.0,9.0,
6214,left wing,left,veteran,10.0,9.0,lazy backchecking effort
3167,center,left,veteran,8.0,8.0,"retapes stick between every period no matter what, a player with a great sense of humility who never takes his success for granted and always gives credit to his teammates and coaches"
4686,center,left,sophomore,7.0,7.0,holds onto the puck too long
566,goalie,left,veteran,0.0,0.0,reliable at times but struggles with focus
727,goalie,left,veteran,12.0,2.0,never sits in a different locker spot
2652,left wing,,veteran,0.0,0.0,"unrefined skating technique, blocks shots in key moments"
3302,defense,right,rookie,2.0,0.0,acts like a referee after every whistle
8699,defense,right,veteran,12.0,4.0,"creates space for teammates, steady presence under pressure"
8393,center,right,rookie,6.0,6.0,"effort varies throughout the game, keeps shots low and on target"
6167,goalie,,veteran,4.0,4.0,panics under forecheck pressure
7257,left wing,right,veteran,0.0,0.0,creative puck handling and vision
7959,defense,left,sophomore,5.0,5.0,"loves the glass more than the net, effort varies throughout the game, panics under forecheck pressure"
7230,goalie,left,veteran,0.0,0.0,a true student of the game who is always looking to improve
8550,center,left,sophomore,6.0,6.0,"timid in physical battles, only drinks from one specific water bottle"
3476,defense,left,rookie,9.0,9.0,lazy effort during shifts
3271,defense,left,veteran,4.0,4.0,"slow reactions cause missed opportunities and poor positioning, supports breakouts with good timing"
3540,center,left,veteran,9.0,9.0,loves the glass more than the net
7898,left wing,left,veteran,11.0,6.0,joins the rush at the right time
1716,goalie,left,sophomore,8.0,8.0,resulting in poor decision-making
2351,left wing,left,veteran,10.0,9.0,
7679,left wing,left,rookie,0.0,0.0,explosive first steps in open ice
3664,left wing,left,rookie,7.0,4.0,aggressive style can turn careless
6445,right wing,left,rookie,8.0,6.0,
8176,goalie,left,rookie,0.0,0.0,high level concentration every shift
4929,left wing,left,sophomore,8.0,8.0,performance fluctuates shift to shift
3849,center,left,rookie,8.0,8.0,
8723,right wing,right,rookie,7.0,7.0,makes quick decisions under pressure and leads by example
1103,defense,right,sophomore,0.0,0.0,"hesitant reads in transition, reliable shift to shift consistency"
353,defense,left,veteran,8.0,8.0,never sits in a different locker spot
8390,center,left,rookie,6.0,6.0,an elite and smart player
8292,left wing,left,veteran,11.0,4.0,hesitant reads in transition
9590,defense,right,veteran,11.0,6.0,
6909,defense,left,veteran,10.0,7.0,
3361,defense,left,veteran,10.0,10.0,a player with a great sense of loyalty
3065,defense,left,veteran,9.0,9.0,slow skating limits effectiveness
3299,right wing,left,legend,9.0,9.0,shows flashes of creativity but remains inconsistent in overall performance
7613,right wing,left,rookie,0.0,0.0,"disciplined positioning and playstyle, sharp anticipation of developing plays"
1479,left wing,left,rookie,1.0,0.0,shot selection lacks accuracy
2849,right wing,left,veteran,10.0,7.0,adjusts helmet exactly three times before faceoff
8258,left wing,left,veteran,9.0,9.0,shots miss the net too often
2625,right wing,left,rookie,0.0,0.0,gets caught puck watching
4036,right wing,right,veteran,1.0,1.0,fails to clear the crease
5032,defense,left,veteran,6.0,6.0,"high level concentration every shift, elite level impact every shift"
9614,goalie,left,rookie,4.0,3.0,"leading to avoidable turnovers, leading to avoidable turnovers"
2090,right wing,left,veteran,10.0,9.0,"a natural leader who inspires teammates with his work ethic and dedication, capable in clutch moments"
1875,left wing,left,rookie,3.0,2.0,a player with a great attitude who is a positive influence in the locker room
9655,defense,left,veteran,8.0,8.0,"always has a witty comment for the media, never sits in a different locker spot, strong physical presence along the boards, sharp edge control in corners"
4534,defense,left,veteran,12.0,8.0,misreads developing plays
4781,goalie,right,veteran,7.0,7.0,strong balance in physical play
9422,defense,left,sophomore,6.0,6.0,"a player with a great sense of responsibility who takes care of his teammates and the community, focused and disciplined player delivers in key moments"
8545,defense,left,veteran,11.0,9.0,well structured defensive habits
5682,defense,left,rookie,10.0,5.0,reckless style combined with poor decision making hurts the team
9641,right wing,left,rookie,6.0,6.0,"often delivers in clutch moments, gap control allows easy entries"
245,center,left,rookie,8.0,8.0,"disciplined and reliable performer brings consistency every shift, weak awareness in coverage"
3944,defense,left,rookie,9.0,9.0,"always forgets something and blames the coach, slow transitions between plays, vocal presence on the bench"
6414,right wing,left,rookie,8.0,8.0,"late reactions to developing plays, never steps on the logo in the locker room"
1108,right wing,left,sophomore,6.0,6.0,leader on and off the ice
239,defense,right,veteran,3.0,3.0,will not pick up dropped gloves without tapping them first
7010,defense,left,rookie,4.0,4.0,"inventive playmaking in tight areas, panics under forecheck pressure"
2199,right wing,,veteran,7.0,7.0,can take unnecessary risks under pressure
600,goalie,left,veteran,8.0,8.0,skates a solo circle before every shift
3003,left wing,right,veteran,10.0,9.0,tapes the stick more than touching the puck
2941,defense,,veteran,2.0,2.0,"reliable at times but struggles with focus, hesitates on scoring chances"
5140,left wing,left,veteran,11.0,5.0,
6403,right wing,left,sophomore,1.0,1.0,a true student of the game who is always looking to improve
1117,right wing,left,rookie,6.0,6.0,ineffective on the power play setup
2191,defense,left,veteran,13.0,5.0,but currently lacks discipline and consistency
1413,goalie,left,veteran,2.0,1.0,quick acceleration and reaction speed
3738,defense,left,rookie,5.0,3.0,slow reaction to loose pucks
4244,defense,right,veteran,8.0,8.0,loses assignments in coverage
2354,defense,left,sophomore,0.0,0.0,"timid and passive approach limits overall effectiveness, aggressive but unfocused leading to poor execution"
3786,right wing,left,veteran,12.0,7.0,turnover prone under pressure
3207,defense,,veteran,9.0,7.0,"strong net front presence, gets pinned in defensive zone, slow pace limits impact and leads to inconsistent shifts"
3844,defense,left,veteran,11.0,4.0,"gap control allows easy entries, a player with a great attitude who is a positive influence in the locker room"
8671,goalie,left,veteran,9.0,9.0,"sharp anticipation of developing plays, handles the puck well under pressure"
7523,right wing,left,rookie,9.0,6.0,always looks at the clock before stepping on ice
7332,goalie,left,sophomore,0.0,0.0,wins faceoffs consistently
3497,defense,right,veteran,10.0,10.0,never steps on the logo in the locker room
7443,defense,right,sophomore,5.0,5.0,windup on shots takes forever
1131,left wing,left,veteran,10.0,9.0,physical edge in net front battles
8257,right wing,left,sophomore,3.0,3.0,"strong physical presence along the boards, talks to the puck like it will listen"
7651,center,,veteran,9.0,9.0,"looks surprised when a pass connects, shoots from anywhere just in case"
8586,defense,right,veteran,0.0,0.0,delivers when it matters most
3162,center,,veteran,5.0,5.0,hesitant reads in transition
812,left wing,left,veteran,10.0,8.0,"dependable in defensive situations, always forgets something and blames the coach"
9363,center,left,sophomore,8.0,8.0,forces plays that are not there
5857,defense,left,veteran,9.0,9.0,
3700,goalie,left,veteran,11.0,5.0,
4082,goalie,left,sophomore,0.0,0.0,weak awareness in coverage
1484,defense,right,sophomore,3.0,3.0,resulting in poor decision-making
6691,defense,left,sophomore,0.0,0.0,"creative passing in offensive zone, consistently smart with the puck and effective in key moments"
8888,goalie,left,rookie,5.0,0.0,drops the stick at the worst moments
8693,defense,left,rookie,6.0,6.0,aggressive but unfocused leading to poor execution
6398,left wing,left,veteran,4.0,4.0,solid gap control on defense
365,right wing,left,rookie,3.0,3.0,focused throughout the entire game
4656,defense,left,sophomore,9.0,8.0,"tries the fancy move every time, hesitant reads in transition"
9041,right wing,right,rookie,6.0,6.0,"gets caught puck watching, always takes the last lap in warmup, lisens to weird music when practicing"
4748,defense,right,rookie,7.0,7.0,
5396,,,,,,
2002,center,left,veteran,3.0,3.0,skates a solo circle before every shift
991,left wing,left,veteran,4.0,4.0,"elite awareness and smart positioning, steady presence under pressure, blocks shots in key moments"
5487,defense,right,rookie,6.0,6.0,quick hands in tight spaces
8856,left wing,right,veteran,10.0,10.0,
5554,defense,left,rookie,5.0,5.0,"talks to the posts after hitting them, looks surprised when a pass connects, always first to the bench after a long shift, reads rebounds quickly, a natural leader who inspires teammates with his work ethic and dedication, wins battles along the boards"
674,left wing,left,rookie,7.0,6.0,"commands attention on the ice, hesitant reads in transition"
1514,left wing,left,rookie,8.0,8.0,raw skill but unpolished execution
5231,left wing,left,veteran,10.0,6.0,
8632,left wing,left,veteran,0.0,0.0,keeps calling for the puck even when covered
4711,right wing,right,veteran,3.0,3.0,accurate one timer release
7698,left wing,left,rookie,6.0,6.0,
2960,right wing,left,sophomore,1.0,1.0,stays focused and disciplined in all situations
4031,defense,left,rookie,3.0,3.0,makes quick decisions under pressure and leads by example
7436,left wing,left,sophomore,9.0,8.0,shot selection lacks accuracy
281,right wing,left,veteran,9.0,9.0,"leading to inconsistent play, strong but sometimes reckless, hesitates on scoring chances"
174,defense,left,rookie,5.0,2.0,timid and passive approach limits overall effectiveness
3292,defense,left,veteran,11.0,6.0,quick acceleration and reaction speed
7589,defense,right,veteran,12.0,6.0,wears the same lucky tape every game
2840,goalie,left,rookie,1.0,1.0,aggressive style can turn careless
7431,left wing,left,veteran,12.0,3.0,undisciplined habits lead to turnovers and weak defensive play
8268,defense,left,rookie,0.0,0.0,"slow skating limits effectiveness, unsteady performance across shifts"
4521,defense,left,rookie,4.0,4.0,"aggressive style can turn careless, a player with a high hockey IQ who reads the game well and makes smart decisions"
5405,defense,left,veteran,14.0,6.0,shies away from net front battles
4027,right wing,right,rookie,11.0,5.0,creates traffic in front of the net
7577,right wing,right,sophomore,8.0,8.0,quick hands in tight spaces
1722,goalie,left,veteran,8.0,8.0,"steady presence under pressure, creates space for teammates, a player with a great sense of responsibility who takes care of his teammates and the community"
3256,defense,left,rookie,8.0,8.0,lazy effort during shifts
5996,left wing,left,veteran,10.0,9.0,
3276,left wing,left,rookie,0.0,0.0,disciplined and reliable performer
6007,right wing,left,rookie,5.0,5.0,a great teammate who supports and encourages others
3002,left wing,left,veteran,2.0,1.0,"a player with a great attitude who is a positive influence in the locker room, gets pinned in defensive zone, smart decision making with the puck, tells stories on the bench that never end"
4303,left wing,right,rookie,0.0,0.0,disciplined positioning and playstyle
3252,goalie,right,veteran,3.0,3.0,"slow reaction to loose pucks, always gives high fives to the refs"
3028,defense,,veteran,11.0,7.0,"leader who drives team energy, celebrates even the smallest plays"
7745,center,right,veteran,4.0,4.0,disciplined and reliable performer
5072,center,left,sophomore,9.0,5.0,effective on the power play
5351,goalie,left,veteran,8.0,8.0,wears the same lucky tape every game
69,left wing,left,veteran,9.0,8.0,slow pace limits impact and leads to inconsistent shifts
7752,left wing,left,rookie,8.0,8.0,
7432,left wing,left,veteran,11.0,6.0,
3528,left wing,left,veteran,9.0,9.0,stays focused and disciplined in all situations
5637,defense,left,sophomore,10.0,6.0,wears the same lucky tape every game
4619,left wing,left,veteran,11.0,6.0,
4900,right wing,left,veteran,6.0,6.0,"aggressive but unfocused leading to poor execution, tapes the stick more than touching the puck"
5003,defense,left,sophomore,9.0,8.0,poor gap control defensively
6511,left wing,left,veteran,11.0,7.0,"wins battles along the boards, strong balance in physical play"
6839,defense,,veteran,8.0,8.0,performance fluctuates shift to shift
2140,center,left,sophomore,4.0,4.0,
4378,goalie,right,rookie,0.0,0.0,a player with a great sense of responsibility who takes care of his teammates and the community
1513,center,left,veteran,12.0,3.0,misreads developing plays
2618,left wing,right,rookie,6.0,6.0,does not know when to stop celebrating
7069,defense,left,veteran,12.0,6.0,maintains structure in all zones
8054,defense,right,veteran,12.0,7.0,"strong balance in physical play, will not pick up dropped gloves without tapping them first"
7916,defense,left,veteran,8.0,8.0,keeps calling for the puck even when covered
5293,right wing,left,rookie,7.0,7.0,"taps both posts before every period start, protects the puck under pressure"
1170,defense,left,veteran,6.0,6.0,loves the glass more than the net
7154,center,left,sophomore,0.0,0.0,always has a positive attitude
2324,defense,left,rookie,5.0,5.0,elite-level awareness
9634,center,left,veteran,0.0,0.0,creative and clutch performer with elite vision and strong execution
7935,right wing,left,sophomore,8.0,8.0,does not know when to stop celebrating
332,right wing,left,sophomore,8.0,8.0,
3930,center,left,veteran,11.0,9.0,
3469,goalie,left,sophomore,9.0,8.0,hesitant reads in transition
4215,defense,right,rookie,9.0,5.0,pressures defenders into mistakes
746,center,left,sophomore,0.0,0.0,"unsteady performance across shifts, taps both posts before every period start"
1614,left wing,right,rookie,0.0,0.0,"drives play with constant energy, always drinks from the same water bottle, holds onto the puck too long, brings snacks for everyone after practice"
8496,defense,,veteran,3.0,3.0,windup on shots takes forever
6489,defense,left,veteran,1.0,1.0,raw skillset with strong potential
2178,left wing,left,rookie,2.0,2.0,decisive finishing in key moments
9154,center,left,rookie,0.0,0.0,never sits in a different locker spot
9004,defense,left,sophomore,7.0,7.0,"a skilled playmaker who can create scoring chances for himself and others, elite level impact every shift, supports breakouts with good timing"
1535,defense,left,veteran,9.0,9.0,tapes the stick more than touching the puck
5549,goalie,left,rookie,7.0,7.0,a consistent performer who can be counted on in any situation
2226,defense,left,rookie,5.0,4.0,a player with a unique style who stands out on the ice and brings excitement to the game
6195,defense,left,rookie,8.0,8.0,slow transitions between plays
5902,defense,left,veteran,4.0,4.0,clutch scoring under pressure
5646,defense,left,veteran,14.0,7.0,a player with a great sense of responsibility who takes care of his teammates and the community
6290,center,left,veteran,12.0,4.0,"strong and aggressive competitor with reliable defensive habits, accurate one timer release"
7074,defense,right,sophomore,7.0,7.0,"slow skating limits effectiveness, a true student of the game who is always looking to improve"
5650,center,left,veteran,9.0,9.0,turnover prone under pressure
2515,right wing,left,veteran,2.0,2.0,
5638,goalie,left,veteran,11.0,6.0,creative and clutch performer with elite vision and strong execution
5960,defense,right,veteran,10.0,9.0,has a secret handshake with the goalie
3059,goalie,left,rookie,0.0,0.0,supports breakouts with good timing
5012,right wing,right,veteran,3.0,3.0,"joins the rush at the right time, high level concentration every shift"
